chi-0_fa,chi-1_fa,chi-2_fa,chi-3_fa,chi-4_fa,chi-5_fa,Z-0_fa,Z-1_fa,Z-2_fa,Z-3_fa,Z-4_fa,Z-5_fa,I-0_fa,I-1_fa,I-2_fa,I-3_fa,I-4_fa,I-5_fa,T-0_fa,T-1_fa,T-2_fa,T-3_fa,T-4_fa,T-5_fa,S-0_fa,S-1_fa,S-2_fa,S-3_fa,S-4_fa,S-5_fa,chi-0_ma,chi-1_ma,chi-2_ma,chi-3_ma,chi-4_ma,chi-5_ma,Z-0_ma,Z-1_ma,Z-2_ma,Z-3_ma,Z-4_ma,Z-5_ma,I-0_ma,I-1_ma,I-2_ma,I-3_ma,I-4_ma,I-5_ma,T-0_ma,T-1_ma,T-2_ma,T-3_ma,T-4_ma,T-5_ma,S-0_ma,S-1_ma,S-2_ma,S-3_ma,S-4_ma,S-5_ma,chi-0_md,chi-1_md,chi-2_md,chi-3_md,chi-4_md,chi-5_md,Z-0_md,Z-1_md,Z-2_md,Z-3_md,Z-4_md,Z-5_md,I-0_md,I-1_md,I-2_md,I-3_md,I-4_md,I-5_md,T-0_md,T-1_md,T-2_md,T-3_md,T-4_md,T-5_md,S-0_md,S-1_md,S-2_md,S-3_md,S-4_md,S-5_md,distance,barrier,smiles,filename
373.1922,815.7564,1395.3386,1852.2366,2373.5556,3269.653,7407.0,8530.0,13450.0,16806.0,16946.0,14128.0,62.0,130.0,228.0,306.0,386.0,526.0,358.0,920.0,1392.0,1816.0,2248.0,2624.0,25.1089,65.0046,104.422,138.3288,175.407,214.2066,373.1922,815.7564,1395.3386,1852.2366,2373.5556,3269.653,7407.0,8530.0,13450.0,16806.0,16946.0,14128.0,62.0,130.0,228.0,306.0,386.0,526.0,358.0,920.0,1392.0,1816.0,2248.0,2624.0,25.1089,65.0046,104.422,138.3288,175.407,214.2066,373.1922,815.7564,1395.3386,1852.2366,2373.5556,3269.653,7407.0,8530.0,13450.0,16806.0,16946.0,14128.0,62.0,130.0,228.0,306.0,386.0,526.0,358.0,920.0,1392.0,1816.0,2248.0,2624.0,25.1089,65.0046,104.422,138.3288,175.407,214.2066,0.8613,6.7,[Ir]([P+](c1ccccc1)(c1ccccc1)c1ccccc1)([C-]1N(C)CCN(C)1)(C#[N+]C)([N+](=O)([O-]))[H],ir_tbp_1_dft-pph3_1_dft-sime_1_dft-iacn_1_dft-no2_1_smi1_1_s_1
341.9986,748.7460000000002,1234.0296,1649.3172,2157.7126,2853.0816,7339.0,8356.0,11730.0,16590.0,15518.0,12750.0,57.0,120.0,202.0,276.0,356.0,464.0,322.0,828.0,1268.0,1656.0,2006.0,2322.0,24.0284,61.6448,96.661,129.2144,163.239,192.9538,341.9986,748.7460000000002,1234.0296,1649.3172,2157.7126,2853.0816,7339.0,8356.0,11730.0,16590.0,15518.0,12750.0,57.0,120.0,202.0,276.0,356.0,464.0,322.0,828.0,1268.0,1656.0,2006.0,2322.0,24.0284,61.6448,96.661,129.2144,163.239,192.9538,341.9986,748.7460000000002,1234.0296,1649.3172,2157.7126,2853.0816,7339.0,8356.0,11730.0,16590.0,15518.0,12750.0,57.0,120.0,202.0,276.0,356.0,464.0,322.0,828.0,1268.0,1656.0,2006.0,2322.0,24.0284,61.6448,96.661,129.2144,163.239,192.9538,0.8958,12.2,[Ir]([P+](c1ccccc1)(c1ccccc1)c1ccccc1)([C-]1N(C)C=CN(C)1)(C#[N+][H])(N=C=O)[H],ir_tbp_1_dft-pph3_1_dft-ime_1_dft-hicn_1_dft-icn_1_smi1_1_s_1
183.1136,387.631,673.1868,863.515,1215.4878,958.9392,7727.0,11692.0,9852.0,8296.0,4660.0,2078.0,32.0,64.0,116.0,148.0,216.0,164.0,180.0,454.0,678.0,780.0,734.0,650.0,13.2763,34.8516,54.8536,65.8704,69.3488,52.1426,183.1136,387.631,673.1868,863.515,1215.4878,958.9392,7727.0,11692.0,9852.0,8296.0,4660.0,2078.0,32.0,64.0,116.0,148.0,216.0,164.0,180.0,454.0,678.0,780.0,734.0,650.0,13.2763,34.8516,54.8536,65.8704,69.3488,52.1426,183.1136,387.631,673.1868,863.515,1215.4878,958.9392,7727.0,11692.0,9852.0,8296.0,4660.0,2078.0,32.0,64.0,116.0,148.0,216.0,164.0,180.0,454.0,678.0,780.0,734.0,650.0,13.2763,34.8516,54.8536,65.8704,69.3488,52.1426,0.8492,8.0,[Ir]([As+](C)(C)C)(n1ccnc1)(C#[N+]C)(S)[H],ir_tbp_1_dft-asme3_1_dft-iz_1_dft-iacn_1_dft-sh_1_smi1_1_s_1
252.2843,541.4444,963.2526,1195.924,1561.3476,1864.384,6767.0,5694.0,10260.0,10704.0,7200.0,4540.0,40.0,82.0,150.0,184.0,244.0,296.0,232.0,586.0,870.0,1096.0,1220.0,1084.0,15.5776,39.7862,63.5394,80.2428,97.1544,96.2048,252.2843,541.4444,963.2526,1195.924,1561.3476,1864.384,6767.0,5694.0,10260.0,10704.0,7200.0,4540.0,40.0,82.0,150.0,184.0,244.0,296.0,232.0,586.0,870.0,1096.0,1220.0,1084.0,15.5776,39.7862,63.5394,80.2428,97.1544,96.2048,252.2843,541.4444,963.2526,1195.924,1561.3476,1864.384,6767.0,5694.0,10260.0,10704.0,7200.0,4540.0,40.0,82.0,150.0,184.0,244.0,296.0,232.0,586.0,870.0,1096.0,1220.0,1084.0,15.5776,39.7862,63.5394,80.2428,97.1544,96.2048,1.0198,10.6,[Ir]([C-]1N(C)C=CN(C)1)([C-]1N(C)CCN(C)1)(C#[N+][H])([N+](=O)([O-]))[H],ir_tbp_1_dft-ime_1_dft-sime_1_dft-hicn_1_dft-no2_1_smi1_1_s_1
219.8139,475.542,870.1312,1119.0026,1633.7984,1516.088,6543.0,5242.0,8734.0,7986.0,4696.0,2624.0,38.0,76.0,142.0,186.0,286.0,252.0,218.0,556.0,858.0,1078.0,1094.0,1024.0,13.6606,35.2708,56.6166,77.6882,88.8686,76.858,219.8139,475.542,870.1312,1119.0026,1633.7984,1516.088,6543.0,5242.0,8734.0,7986.0,4696.0,2624.0,38.0,76.0,142.0,186.0,286.0,252.0,218.0,556.0,858.0,1078.0,1094.0,1024.0,13.6606,35.2708,56.6166,77.6882,88.8686,76.858,219.8139,475.542,870.1312,1119.0026,1633.7984,1516.088,6543.0,5242.0,8734.0,7986.0,4696.0,2624.0,38.0,76.0,142.0,186.0,286.0,252.0,218.0,556.0,858.0,1078.0,1094.0,1024.0,13.6606,35.2708,56.6166,77.6882,88.8686,76.858,0.8389,8.0,[Ir]([N+](C)(C)C)([C-]1N(C)CCN(C)1)(C#[N+][H])(C#C[H])[H],ir_tbp_1_dft-nme3_1_dft-sime_1_dft-hicn_1_dft-cch_1_smi1_1_s_1
268.4138,560.547,1028.7676,1299.8688,1851.8144,2319.459,6877.0,7510.0,9102.0,11862.0,7812.0,4042.0,46.0,92.0,174.0,218.0,306.0,388.0,266.0,668.0,966.0,1278.0,1456.0,1408.0,16.5961,43.7784,69.5244,90.9926,113.7192,111.4134,268.4138,560.547,1028.7676,1299.8688,1851.8144,2319.459,6877.0,7510.0,9102.0,11862.0,7812.0,4042.0,46.0,92.0,174.0,218.0,306.0,388.0,266.0,668.0,966.0,1278.0,1456.0,1408.0,16.5961,43.7784,69.5244,90.9926,113.7192,111.4134,268.4138,560.547,1028.7676,1299.8688,1851.8144,2319.459,6877.0,7510.0,9102.0,11862.0,7812.0,4042.0,46.0,92.0,174.0,218.0,306.0,388.0,266.0,668.0,966.0,1278.0,1456.0,1408.0,16.5961,43.7784,69.5244,90.9926,113.7192,111.4134,0.9724,13.6,[Ir]([P+](CC)(CC)CC)([C-]1N(C)C=CN(C)1)(C#[N+]C)(F)[H],ir_tbp_1_dft-pet3_1_dft-ime_1_dft-iacn_1_fluoride_1_smi1_1_s_1
434.9867,958.358,1580.451,2244.0668,2820.723,3912.024,7873.0,11214.0,14086.0,20346.0,24224.0,21660.0,74.0,158.0,264.0,382.0,470.0,636.0,422.0,1104.0,1714.0,2246.0,2786.0,3480.0,31.5088,82.165,131.1438,177.5842,224.6962,284.5752,434.9867,958.358,1580.451,2244.0668,2820.723,3912.024,7873.0,11214.0,14086.0,20346.0,24224.0,21660.0,74.0,158.0,264.0,382.0,470.0,636.0,422.0,1104.0,1714.0,2246.0,2786.0,3480.0,31.5088,82.165,131.1438,177.5842,224.6962,284.5752,434.9867,958.358,1580.451,2244.0668,2820.723,3912.024,7873.0,11214.0,14086.0,20346.0,24224.0,21660.0,74.0,158.0,264.0,382.0,470.0,636.0,422.0,1104.0,1714.0,2246.0,2786.0,3480.0,31.5088,82.165,131.1438,177.5842,224.6962,284.5752,0.9989,13.7,[Ir]([P+](c1ccccc1)(c1ccccc1)c1ccccc1)([P+](c1ccccc1)(c1ccccc1)c1ccccc1)(C#[N+][H])(F)[H],ir_tbp_1_dft-pph3_1_dft-pph3_1_dft-hicn_1_fluoride_1_smi1_1_s_1
194.3133,402.403,726.4548,952.2136,1375.4394,1076.756,8747.0,14538.0,12008.0,10860.0,7030.0,2928.0,33.0,66.0,124.0,156.0,238.0,174.0,190.0,480.0,724.0,866.0,796.0,678.0,14.0988,36.1892,58.3532,72.6584,80.524,59.3006,194.3133,402.403,726.4548,952.2136,1375.4394,1076.756,8747.0,14538.0,12008.0,10860.0,7030.0,2928.0,33.0,66.0,124.0,156.0,238.0,174.0,190.0,480.0,724.0,866.0,796.0,678.0,14.0988,36.1892,58.3532,72.6584,80.524,59.3006,194.3133,402.403,726.4548,952.2136,1375.4394,1076.756,8747.0,14538.0,12008.0,10860.0,7030.0,2928.0,33.0,66.0,124.0,156.0,238.0,174.0,190.0,480.0,724.0,866.0,796.0,678.0,14.0988,36.1892,58.3532,72.6584,80.524,59.3006,0.8511,8.9,[Ir]([As+](C)(C)C)([C-]1N(C)C=CN(C)1)(C#[O+])([Br])[H],ir_tbp_1_dft-asme3_1_dft-ime_1_dft-co_1_bromide_1_smi1_1_s_1
164.8743,347.524,565.2130000000002,746.427,780.914,742.3206,6943.0,8294.0,7928.0,7464.0,5396.0,2502.0,27.0,56.0,92.0,124.0,132.0,122.0,148.0,376.0,542.0,606.0,534.0,418.0,13.1337,32.8846,49.3838,57.9996,55.2178,44.5696,164.8743,347.524,565.2130000000002,746.427,780.914,742.3206,6943.0,8294.0,7928.0,7464.0,5396.0,2502.0,27.0,56.0,92.0,124.0,132.0,122.0,148.0,376.0,542.0,606.0,534.0,418.0,13.1337,32.8846,49.3838,57.9996,55.2178,44.5696,164.8743,347.524,565.2130000000002,746.427,780.914,742.3206,6943.0,8294.0,7928.0,7464.0,5396.0,2502.0,27.0,56.0,92.0,124.0,132.0,122.0,148.0,376.0,542.0,606.0,534.0,418.0,13.1337,32.8846,49.3838,57.9996,55.2178,44.5696,0.9723,12.8,[Ir]([n+]1ccncc1)([p+]1ccccc1)(C#[O+])(S)[H],ir_tbp_1_dft-pyz_1_dft-phos_1_dft-co_1_dft-sh_1_smi1_1_s_1
226.4264,478.73800000000006,835.8938,1051.7982,1583.8928,1510.2212,7023.0,7190.0,9502.0,11530.0,6428.0,4400.0,39.0,78.0,142.0,174.0,272.0,248.0,220.0,546.0,812.0,1026.0,1088.0,1092.0,15.6877,39.6376,61.4894,79.75399999999998,95.4182,89.1362,226.4264,478.73800000000006,835.8938,1051.7982,1583.8928,1510.2212,7023.0,7190.0,9502.0,11530.0,6428.0,4400.0,39.0,78.0,142.0,174.0,272.0,248.0,220.0,546.0,812.0,1026.0,1088.0,1092.0,15.6877,39.6376,61.4894,79.75399999999998,95.4182,89.1362,226.4264,478.73800000000006,835.8938,1051.7982,1583.8928,1510.2212,7023.0,7190.0,9502.0,11530.0,6428.0,4400.0,39.0,78.0,142.0,174.0,272.0,248.0,220.0,546.0,812.0,1026.0,1088.0,1092.0,15.6877,39.6376,61.4894,79.75399999999998,95.4182,89.1362,0.947,12.3,[Ir]([P+](C)(C)C)([C-]1N(C)C=CN(C)1)(C#[N+]C)(N=C=S)[H],ir_tbp_1_dft-pme3_1_dft-ime_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1
190.9805,411.616,724.2794,788.9066,919.7776,956.1358,6831.0,5742.0,7734.0,10168.0,4368.0,3252.0,30.0,62.0,108.0,126.0,142.0,148.0,170.0,424.0,606.0,634.0,642.0,624.0,13.3785,32.6972,49.045,56.2556,59.4086,57.1774,190.9805,411.616,724.2794,788.9066,919.7776,956.1358,6831.0,5742.0,7734.0,10168.0,4368.0,3252.0,30.0,62.0,108.0,126.0,142.0,148.0,170.0,424.0,606.0,634.0,642.0,624.0,13.3785,32.6972,49.045,56.2556,59.4086,57.1774,190.9805,411.616,724.2794,788.9066,919.7776,956.1358,6831.0,5742.0,7734.0,10168.0,4368.0,3252.0,30.0,62.0,108.0,126.0,142.0,148.0,170.0,424.0,606.0,634.0,642.0,624.0,13.3785,32.6972,49.045,56.2556,59.4086,57.1774,0.9929,16.3,[Ir](n1ccnc1)([N+]1=COCC1)(C#[N+]C)(N=C=S)[H],ir_tbp_1_dft-iz_1_dft-oxaz_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1
169.2232,365.082,587.803,782.6078,845.618,782.0310000000002,6917.0,8284.0,7782.0,7550.0,5288.0,2574.0,29.0,60.0,98.0,134.0,146.0,134.0,158.0,402.0,584.0,660.0,598.0,502.0,13.4675,34.1018,51.2392,60.8882,58.8812,48.4476,169.2232,365.082,587.803,782.6078,845.618,782.0310000000002,6917.0,8284.0,7782.0,7550.0,5288.0,2574.0,29.0,60.0,98.0,134.0,146.0,134.0,158.0,402.0,584.0,660.0,598.0,502.0,13.4675,34.1018,51.2392,60.8882,58.8812,48.4476,169.2232,365.082,587.803,782.6078,845.618,782.0310000000002,6917.0,8284.0,7782.0,7550.0,5288.0,2574.0,29.0,60.0,98.0,134.0,146.0,134.0,158.0,402.0,584.0,660.0,598.0,502.0,13.4675,34.1018,51.2392,60.8882,58.8812,48.4476,0.9741,12.3,[Ir]([p+]1ccccc1)([n+]1ccccc1)(C#[N+][H])(S)[H],ir_tbp_1_dft-phos_1_dft-py_1_dft-hicn_1_dft-sh_1_smi1_1_s_1
194.846,395.1944,668.1902,970.9742,1395.4784,1182.7076,7645.0,10462.0,11406.0,8322.0,5318.0,2720.0,31.0,62.0,110.0,154.0,230.0,180.0,172.0,442.0,682.0,840.0,762.0,560.0,13.4535,34.4382,55.3146,70.6018,74.6214,59.3012,194.846,395.1944,668.1902,970.9742,1395.4784,1182.7076,7645.0,10462.0,11406.0,8322.0,5318.0,2720.0,31.0,62.0,110.0,154.0,230.0,180.0,172.0,442.0,682.0,840.0,762.0,560.0,13.4535,34.4382,55.3146,70.6018,74.6214,59.3012,194.846,395.1944,668.1902,970.9742,1395.4784,1182.7076,7645.0,10462.0,11406.0,8322.0,5318.0,2720.0,31.0,62.0,110.0,154.0,230.0,180.0,172.0,442.0,682.0,840.0,762.0,560.0,13.4535,34.4382,55.3146,70.6018,74.6214,59.3012,0.9179,5.1,[Ir]([n+]1ccncc1)([As+](C)(C)C)(C#[N+][H])([N+](=O)([O-]))[H],ir_tbp_1_dft-pyz_1_dft-asme3_1_dft-hicn_1_dft-no2_1_smi1_1_s_1
199.43,427.18,720.7902,881.6448,1072.5954,1175.19,6635.0,5384.0,8120.0,8466.0,5626.0,2850.0,32.0,66.0,112.0,138.0,174.0,190.0,178.0,444.0,646.0,782.0,798.0,678.0,13.6912,34.223,51.5592,63.6402,71.1758,64.539,199.43,427.18,720.7902,881.6448,1072.5954,1175.19,6635.0,5384.0,8120.0,8466.0,5626.0,2850.0,32.0,66.0,112.0,138.0,174.0,190.0,178.0,444.0,646.0,782.0,798.0,678.0,13.6912,34.223,51.5592,63.6402,71.1758,64.539,199.43,427.18,720.7902,881.6448,1072.5954,1175.19,6635.0,5384.0,8120.0,8466.0,5626.0,2850.0,32.0,66.0,112.0,138.0,174.0,190.0,178.0,444.0,646.0,782.0,798.0,678.0,13.6912,34.223,51.5592,63.6402,71.1758,64.539,0.9453,12.7,[Ir]([n+]1ccncc1)([C-]1N(C)C=CN(C)1)(C#[O+])(C#C[H])[H],ir_tbp_1_dft-pyz_1_dft-ime_1_dft-co_1_dft-cch_1_smi1_1_s_1
173.7214,368.419,613.6572,773.1686,845.7522,777.5516,6815.0,5658.0,7770.0,9010.0,4562.0,3110.0,27.0,56.0,92.0,122.0,132.0,120.0,148.0,378.0,554.0,592.0,536.0,440.0,12.9982,31.111,46.1814,55.0132,55.38,48.817,173.7214,368.419,613.6572,773.1686,845.7522,777.5516,6815.0,5658.0,7770.0,9010.0,4562.0,3110.0,27.0,56.0,92.0,122.0,132.0,120.0,148.0,378.0,554.0,592.0,536.0,440.0,12.9982,31.111,46.1814,55.0132,55.38,48.817,173.7214,368.419,613.6572,773.1686,845.7522,777.5516,6815.0,5658.0,7770.0,9010.0,4562.0,3110.0,27.0,56.0,92.0,122.0,132.0,120.0,148.0,378.0,554.0,592.0,536.0,440.0,12.9982,31.111,46.1814,55.0132,55.38,48.817,0.9643,17.7,[Ir](n1ccnc1)([n+]1ccccc1)(C#[O+])(N=C=S)[H],ir_tbp_1_dft-iz_1_dft-py_1_dft-co_1_dft-itcn_1_smi1_1_s_1
206.7718,434.72,798.0756,1081.7828,1528.2714,1337.588,6917.0,8248.0,9102.0,8686.0,5336.0,2566.0,36.0,72.0,138.0,182.0,270.0,228.0,210.0,540.0,830.0,1018.0,976.0,844.0,13.9098,36.6508,59.5374,77.3082,86.2312,68.854,206.7718,434.72,798.0756,1081.7828,1528.2714,1337.588,6917.0,8248.0,9102.0,8686.0,5336.0,2566.0,36.0,72.0,138.0,182.0,270.0,228.0,210.0,540.0,830.0,1018.0,976.0,844.0,13.9098,36.6508,59.5374,77.3082,86.2312,68.854,206.7718,434.72,798.0756,1081.7828,1528.2714,1337.588,6917.0,8248.0,9102.0,8686.0,5336.0,2566.0,36.0,72.0,138.0,182.0,270.0,228.0,210.0,540.0,830.0,1018.0,976.0,844.0,13.9098,36.6508,59.5374,77.3082,86.2312,68.854,0.9044,12.1,[Ir]([P+](C)(C)C)([C-]1N(C)CCN(C)1)(C#[O+])(S)[H],ir_tbp_1_dft-pme3_1_dft-sime_1_dft-co_1_dft-sh_1_smi1_1_s_1
261.9116,574.738,1066.3784,1251.76,1573.5936,1988.94,6695.0,5770.0,8024.0,11092.0,7264.0,3618.0,44.0,90.0,170.0,200.0,260.0,330.0,260.0,650.0,946.0,1186.0,1306.0,1198.0,15.7596,41.5306,65.2794,81.2664,98.6816,95.8098,261.9116,574.738,1066.3784,1251.76,1573.5936,1988.94,6695.0,5770.0,8024.0,11092.0,7264.0,3618.0,44.0,90.0,170.0,200.0,260.0,330.0,260.0,650.0,946.0,1186.0,1306.0,1198.0,15.7596,41.5306,65.2794,81.2664,98.6816,95.8098,261.9116,574.738,1066.3784,1251.76,1573.5936,1988.94,6695.0,5770.0,8024.0,11092.0,7264.0,3618.0,44.0,90.0,170.0,200.0,260.0,330.0,260.0,650.0,946.0,1186.0,1306.0,1198.0,15.7596,41.5306,65.2794,81.2664,98.6816,95.8098,0.9421,18.3,[Ir]([C-]1N(C)CCN(C)1)([C-]1N(C)CCN(C)1)(C#[N+]C)(O)[H],ir_tbp_1_dft-sime_1_dft-sime_1_dft-iacn_1_dft-oh_1_smi1_1_s_1
219.9239,465.39,833.4928,1117.2702,1647.7468,1512.9932,6987.0,7108.0,9450.0,10806.0,6020.0,3974.0,38.0,76.0,142.0,186.0,286.0,252.0,218.0,556.0,858.0,1078.0,1094.0,1024.0,15.0948,38.4678,61.1842,81.1592,94.8268,84.932,219.9239,465.39,833.4928,1117.2702,1647.7468,1512.9932,6987.0,7108.0,9450.0,10806.0,6020.0,3974.0,38.0,76.0,142.0,186.0,286.0,252.0,218.0,556.0,858.0,1078.0,1094.0,1024.0,15.0948,38.4678,61.1842,81.1592,94.8268,84.932,219.9239,465.39,833.4928,1117.2702,1647.7468,1512.9932,6987.0,7108.0,9450.0,10806.0,6020.0,3974.0,38.0,76.0,142.0,186.0,286.0,252.0,218.0,556.0,858.0,1078.0,1094.0,1024.0,15.0948,38.4678,61.1842,81.1592,94.8268,84.932,0.9558,12.8,[Ir]([P+](C)(C)C)([C-]1N(C)CCN(C)1)(C#[N+][H])(N=C=S)[H],ir_tbp_1_dft-pme3_1_dft-sime_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1
166.4884,355.402,585.7078,748.7582,803.4739999999998,699.315,7885.0,11178.0,8730.0,8670.0,6328.0,3124.0,28.0,58.0,96.0,126.0,136.0,116.0,154.0,388.0,556.0,614.0,536.0,448.0,13.5898,33.6758,50.9334,59.6244,57.2302,45.5242,166.4884,355.402,585.7078,748.7582,803.4739999999998,699.315,7885.0,11178.0,8730.0,8670.0,6328.0,3124.0,28.0,58.0,96.0,126.0,136.0,116.0,154.0,388.0,556.0,614.0,536.0,448.0,13.5898,33.6758,50.9334,59.6244,57.2302,45.5242,166.4884,355.402,585.7078,748.7582,803.4739999999998,699.315,7885.0,11178.0,8730.0,8670.0,6328.0,3124.0,28.0,58.0,96.0,126.0,136.0,116.0,154.0,388.0,556.0,614.0,536.0,448.0,13.5898,33.6758,50.9334,59.6244,57.2302,45.5242,0.9792,11.5,[Ir]([p+]1ccccc1)([n+]1ccccc1)(C#[N+][H])([Br])[H],ir_tbp_1_dft-phos_1_dft-py_1_dft-hicn_1_bromide_1_smi1_1_s_1
174.798,375.828,653.3264,753.7066,882.8136,797.7868,6793.0,5636.0,7626.0,9362.0,3686.0,2820.0,27.0,56.0,96.0,120.0,136.0,124.0,152.0,388.0,576.0,592.0,558.0,480.0,12.5118,30.3878,45.9426,53.4502,54.2712,48.28100000000001,174.798,375.828,653.3264,753.7066,882.8136,797.7868,6793.0,5636.0,7626.0,9362.0,3686.0,2820.0,27.0,56.0,96.0,120.0,136.0,124.0,152.0,388.0,576.0,592.0,558.0,480.0,12.5118,30.3878,45.9426,53.4502,54.2712,48.28100000000001,174.798,375.828,653.3264,753.7066,882.8136,797.7868,6793.0,5636.0,7626.0,9362.0,3686.0,2820.0,27.0,56.0,96.0,120.0,136.0,124.0,152.0,388.0,576.0,592.0,558.0,480.0,12.5118,30.3878,45.9426,53.4502,54.2712,48.28100000000001,1.0054,15.8,[Ir](n1ccnc1)([N+]1=COCC1)(C#[N+][H])(N=C=S)[H],ir_tbp_1_dft-iz_1_dft-oxaz_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1
346.5014,766.8,1297.3528,1746.2052,2241.2698,2970.1412,7533.0,8476.0,11898.0,17904.0,16310.0,13502.0,59.0,124.0,214.0,294.0,376.0,492.0,338.0,874.0,1344.0,1750.0,2102.0,2422.0,24.8097,63.231,99.8932,134.2196,169.7716,201.6074,346.5014,766.8,1297.3528,1746.2052,2241.2698,2970.1412,7533.0,8476.0,11898.0,17904.0,16310.0,13502.0,59.0,124.0,214.0,294.0,376.0,492.0,338.0,874.0,1344.0,1750.0,2102.0,2422.0,24.8097,63.231,99.8932,134.2196,169.7716,201.6074,346.5014,766.8,1297.3528,1746.2052,2241.2698,2970.1412,7533.0,8476.0,11898.0,17904.0,16310.0,13502.0,59.0,124.0,214.0,294.0,376.0,492.0,338.0,874.0,1344.0,1750.0,2102.0,2422.0,24.8097,63.231,99.8932,134.2196,169.7716,201.6074,0.986,12.7,[Ir]([P+](c1ccccc1)(c1ccccc1)c1ccccc1)([C-]1N(C)CCN(C)1)(C#[N+][H])(N=C=S)[H],ir_tbp_1_dft-pph3_1_dft-sime_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1
195.5373,403.283,730.2468,959.0816,1387.4394,1083.796,7811.0,11766.0,10352.0,9420.0,5842.0,2640.0,33.0,66.0,124.0,156.0,238.0,174.0,190.0,480.0,724.0,866.0,796.0,678.0,13.7793,35.7782,57.4172,71.2964,78.601,58.4126,195.5373,403.283,730.2468,959.0816,1387.4394,1083.796,7811.0,11766.0,10352.0,9420.0,5842.0,2640.0,33.0,66.0,124.0,156.0,238.0,174.0,190.0,480.0,724.0,866.0,796.0,678.0,13.7793,35.7782,57.4172,71.2964,78.601,58.4126,195.5373,403.283,730.2468,959.0816,1387.4394,1083.796,7811.0,11766.0,10352.0,9420.0,5842.0,2640.0,33.0,66.0,124.0,156.0,238.0,174.0,190.0,480.0,724.0,866.0,796.0,678.0,13.7793,35.7782,57.4172,71.2964,78.601,58.4126,0.9112,12.3,[Ir]([As+](C)(C)C)([C-]1N(C)C=CN(C)1)(C#[O+])([Cl])[H],ir_tbp_1_dft-asme3_1_dft-ime_1_dft-co_1_chloride_1_smi1_1_s_1
306.1175,645.415,1106.5166,1613.678,2197.89,2373.186,8205.0,13264.0,13220.0,14110.0,14628.0,12846.0,52.0,108.0,190.0,272.0,372.0,384.0,298.0,778.0,1214.0,1544.0,1722.0,1974.0,21.9679,57.92,93.6822,124.294,147.9396,162.6918,306.1175,645.415,1106.5166,1613.678,2197.89,2373.186,8205.0,13264.0,13220.0,14110.0,14628.0,12846.0,52.0,108.0,190.0,272.0,372.0,384.0,298.0,778.0,1214.0,1544.0,1722.0,1974.0,21.9679,57.92,93.6822,124.294,147.9396,162.6918,306.1175,645.415,1106.5166,1613.678,2197.89,2373.186,8205.0,13264.0,13220.0,14110.0,14628.0,12846.0,52.0,108.0,190.0,272.0,372.0,384.0,298.0,778.0,1214.0,1544.0,1722.0,1974.0,21.9679,57.92,93.6822,124.294,147.9396,162.6918,0.988,15.0,[Ir]([P+](c1ccccc1)(c1ccccc1)c1ccccc1)([As+](C)(C)C)(C#[O+])(F)[H],ir_tbp_1_dft-pph3_1_dft-asme3_1_dft-co_1_fluoride_1_smi1_1_s_1
194.8897,395.3914,668.8028,971.2746,1395.7124,1182.8564,6781.0,7042.0,10326.0,7062.0,4778.0,2396.0,31.0,62.0,110.0,154.0,230.0,180.0,172.0,442.0,682.0,840.0,762.0,560.0,13.113,33.3342,53.5236,69.4768,73.8264,58.8542,194.8897,395.3914,668.8028,971.2746,1395.7124,1182.8564,6781.0,7042.0,10326.0,7062.0,4778.0,2396.0,31.0,62.0,110.0,154.0,230.0,180.0,172.0,442.0,682.0,840.0,762.0,560.0,13.113,33.3342,53.5236,69.4768,73.8264,58.8542,194.8897,395.3914,668.8028,971.2746,1395.7124,1182.8564,6781.0,7042.0,10326.0,7062.0,4778.0,2396.0,31.0,62.0,110.0,154.0,230.0,180.0,172.0,442.0,682.0,840.0,762.0,560.0,13.113,33.3342,53.5236,69.4768,73.8264,58.8542,0.8685,5.2,[Ir]([n+]1ccncc1)([P+](C)(C)C)(C#[N+][H])([N+](=O)([O-]))[H],ir_tbp_1_dft-pyz_1_dft-pme3_1_dft-hicn_1_dft-no2_1_smi1_1_s_1
172.5049,339.714,624.6458,946.7352,1529.109,878.328,7939.0,12480.0,11256.0,8364.0,3384.0,936.0,31.0,60.0,118.0,164.0,282.0,144.0,178.0,460.0,728.0,872.0,732.0,468.0,12.708,33.231,55.9048,74.9226,76.6914,40.4928,172.5049,339.714,624.6458,946.7352,1529.109,878.328,7939.0,12480.0,11256.0,8364.0,3384.0,936.0,31.0,60.0,118.0,164.0,282.0,144.0,178.0,460.0,728.0,872.0,732.0,468.0,12.708,33.231,55.9048,74.9226,76.6914,40.4928,172.5049,339.714,624.6458,946.7352,1529.109,878.328,7939.0,12480.0,11256.0,8364.0,3384.0,936.0,31.0,60.0,118.0,164.0,282.0,144.0,178.0,460.0,728.0,872.0,732.0,468.0,12.708,33.231,55.9048,74.9226,76.6914,40.4928,0.8505,7.6,[Ir]([P+](C)(C)C)([P+](C)(C)C)(C#[O+])([Br])[H],ir_tbp_1_dft-pme3_1_dft-pme3_1_dft-co_1_bromide_1_smi1_1_s_1
